# Clip ID (Unique, used only internally); Clip Prefix (Unique); Video Session; Starting Time (ms);  Ending Time (ms); Action Label; Verb Label; Noun Label(s)
1; P05-R01-PastaSalad-583261-586055; P05-R01-PastaSalad; 583261; 586055; Cut tomato; Cut; tomato
10496; P03-R01-PastaSalad-1198331-1198850; P03-R01-PastaSalad; 1198331; 1198850; Put trash,trash_container; Put; trash,trash_container
10497; OP03-R04-ContinentalBreakfast-111785-112969; OP03-R04-ContinentalBreakfast; 111785; 112969; Take condiment_container; Take; condiment_container
10498; P07-R01-PastaSalad-1340905-1345115; P07-R01-PastaSalad; 1340905; 1345115; Move Around pot; Move Around; pot
10499; P13-R01-PastaSalad-3054850-3056309; P13-R01-PastaSalad; 3054850; 3056309; Clean/Wipe counter; Clean/Wipe; counter
10500; P21-R03-BaconAndEggs-896491-900258; P21-R03-BaconAndEggs; 896491; 900258; Close fridge; Close; fridge
10501; OP03-R07-Pizza-104850-108896; OP03-R07-Pizza; 104850; 108896; Put pizza_crust_container; Put; pizza_crust_container
10502; P21-R05-Cheeseburger-559294-567711; P21-R05-Cheeseburger; 559294; 567711; Move Around patty; Move Around; patty
10503; P23-R03-BaconAndEggs-2113720-2115631; P23-R03-BaconAndEggs; 2113720; 2115631; Take storage_container; Take; storage_container
10504; P06-R01-PastaSalad-684954-686875; P06-R01-PastaSalad; 684954; 686875; Put carrot; Put; carrot
10505; P10-R06-GreekSalad-264416-278832; P10-R06-GreekSalad; 264416; 278832; Cut onion; Cut; onion
10506; OP03-R03-BaconAndEggs-108021-110841; OP03-R03-BaconAndEggs; 108021; 110841; Pour seasoning,seasoning_container,egg_mixture; Pour; seasoning,seasoning,egg_mixture
10507; OP01-R06-GreekSalad-106270-107260; OP01-R06-GreekSalad; 106270; 107260; Put onion; Put; onion
10508; P23-R03-BaconAndEggs-1026622-1031123; P23-R03-BaconAndEggs; 1026622; 1031123; Open condiment_container; Open; condiment_container
10509; OP06-R06-GreekSalad-408330-411835; OP06-R06-GreekSalad; 408330; 411835; Pour oil,oil_container,salad; Pour; oil,oil_container,salad
10510; P10-R01-PastaSalad-169687-180956; P10-R01-PastaSalad; 169687; 180956; Cut tomato; Cut; tomato
10511; OP06-R03-BaconAndEggs-519100-520240; OP06-R03-BaconAndEggs; 519100; 520240; Take bacon_container; Take; bacon_container
10512; P10-R05-Cheeseburger-248185-249265; P10-R05-Cheeseburger; 248185; 249265; Open fridge; Open; fridge
10513; P07-R01-PastaSalad-1535975-1541545; P07-R01-PastaSalad; 1535975; 1541545; Wash pasta; Wash; pasta
10514; OP02-R06-GreekSalad-249715-253215; OP02-R06-GreekSalad; 249715; 253215; Take onion; Take; onion
10515; P18-R03-BaconAndEggs-1170837-1172706; P18-R03-BaconAndEggs; 1170837; 1172706; Move Around bowl; Move Around; bowl
10516; OP05-R07-Pizza-113285-116235; OP05-R07-Pizza; 113285; 116235; Cut bell_pepper; Cut; bell_pepper
10517; P18-R03-BaconAndEggs-852647-859162; P18-R03-BaconAndEggs; 852647; 859162; Move Around bacon; Move Around; bacon
10518; P06-R01-PastaSalad-707190-708381; P06-R01-PastaSalad; 707190; 708381; Cut carrot; Cut; carrot
10519; OP02-R07-Pizza-651802-653833; OP02-R07-Pizza; 651802; 653833; Open oven; Open; oven
10520; P23-R03-BaconAndEggs-668920-673830; P23-R03-BaconAndEggs; 668920; 673830; Mix egg; Mix; egg
10521; OP02-R06-GreekSalad-381373-382539; OP02-R06-GreekSalad; 381373; 382539; Close cheese_container; Close; cheese_container
10522; P24-R03-BaconAndEggs-1002834-1007968; P24-R03-BaconAndEggs; 1002834; 1007968; Inspect/Read recipe; Inspect/Read; recipe
10523; P01-R02-TurkeySandwich-721612-723588; P01-R02-TurkeySandwich; 721612; 723588; Open fridge; Open; fridge
10524; OP03-R06-GreekSalad-579630-582290; OP03-R06-GreekSalad; 579630; 582290; Cut tomato; Cut; tomato
10525; P14-R01-PastaSalad-620765-628347; P14-R01-PastaSalad; 620765; 628347; Cut onion; Cut; onion
10526; P13-R01-PastaSalad-1764340-1765931; P13-R01-PastaSalad; 1764340; 1765931; Dry pasta; Dry; pasta
10527; OP01-R04-ContinentalBreakfast-72340-74140; OP01-R04-ContinentalBreakfast; 72340; 74140; Take bowl; Take; bowl
10528; OP01-R02-TurkeySandwich-194750-199060; OP01-R02-TurkeySandwich; 194750; 199060; Transfer lettuce,lettuce_container,plate; Transfer; lettuce,lettuce_container,plate
10529; P06-R01-PastaSalad-261027-268568; P06-R01-PastaSalad; 261027; 268568; Inspect/Read recipe; Inspect/Read; recipe
10530; P17-R03-BaconAndEggs-1126633-1128628; P17-R03-BaconAndEggs; 1126633; 1128628; Turn on faucet; Turn on; faucet
10531; P24-R03-BaconAndEggs-2125350-2126820; P24-R03-BaconAndEggs; 2125350; 2126820; Turn off faucet; Turn off; faucet
10532; P07-R01-PastaSalad-1316205-1319065; P07-R01-PastaSalad; 1316205; 1319065; Move Around onion_container; Move Around; onion_container
10533; OP01-R03-BaconAndEggs-921900-928315; OP01-R03-BaconAndEggs; 921900; 928315; Move Around bacon; Move Around; bacon
10534; P21-R06-GreekSalad-1308598-1309503; P21-R06-GreekSalad; 1308598; 1309503; Turn off faucet; Turn off; faucet
10536; P09-R02-TurkeySandwich-574250-579250; P09-R02-TurkeySandwich; 574250; 579250; Wash plate; Wash; plate
10537; OP05-R04-ContinentalBreakfast-121490-122880; OP05-R04-ContinentalBreakfast; 121490; 122880; Take bowl; Take; bowl
10538; P07-R01-PastaSalad-1557940-1558710; P07-R01-PastaSalad; 1557940; 1558710; Take bowl; Take; bowl
10539; P13-R01-PastaSalad-636349-637742; P13-R01-PastaSalad; 636349; 637742; Open fridge_drawer; Open; fridge_drawer
10541; OP03-R05-Cheeseburger-592685-594165; OP03-R05-Cheeseburger; 592685; 594165; Put lettuce_container; Put; lettuce_container
10542; P16-R03-BaconAndEggs-1250923-1251947; P16-R03-BaconAndEggs; 1250923; 1251947; Turn off faucet; Turn off; faucet
10543; P05-R01-PastaSalad-1358191-1362847; P05-R01-PastaSalad; 1358191; 1362847; Transfer vegetable_mixture,cutting_board,bowl; Transfer; vegetable_mixture,cutting_board,bowl
10544; OP03-R02-TurkeySandwich-64950-65820; OP03-R02-TurkeySandwich; 64950; 65820; Take plate; Take; plate
10545; P24-R03-BaconAndEggs-507640-508610; P24-R03-BaconAndEggs; 507640; 508610; Divide/Pull Apart paper_towel; Divide/Pull Apart; paper_towel
10546; P14-R02-TurkeySandwich-288059-289780; P14-R02-TurkeySandwich; 288059; 289780; Wash eating_utensil; Wash; eating_utensil
10547; P06-R01-PastaSalad-907235-908763; P06-R01-PastaSalad; 907235; 908763; Put sink; Put; sink
10548; P02-R03-BaconAndEggs-891274-900950; P02-R03-BaconAndEggs; 891274; 900950; Inspect/Read recipe; Inspect/Read; recipe
10550; P22-R03-BaconAndEggs-942955-944106; P22-R03-BaconAndEggs; 942955; 944106; Wash bowl; Wash; bowl
10551; P19-R03-BaconAndEggs-226913-230729; P19-R03-BaconAndEggs; 226913; 230729; Inspect/Read recipe; Inspect/Read; recipe
10552; P17-R03-BaconAndEggs-1458700-1473200; P17-R03-BaconAndEggs; 1458700; 1473200; Wash pan; Wash; pan
10553; P15-R01-PastaSalad-675124-677924; P15-R01-PastaSalad; 675124; 677924; Open seasoning_container; Open; seasoning_container
10555; OP02-R07-Pizza-256281-257725; OP02-R07-Pizza; 256281; 257725; Take mushroom; Take; mushroom
10556; P03-R01-PastaSalad-127999-131955; P03-R01-PastaSalad; 127999; 131955; Take cutting_board_container; Take; cutting_board_container
10557; OP04-R05-Cheeseburger-420800-421620; OP04-R05-Cheeseburger; 420800; 421620; Put condiment_container; Put; condiment_container
10558; P18-R03-BaconAndEggs-1115435-1116915; P18-R03-BaconAndEggs; 1115435; 1116915; Put sponge; Put; sponge
10560; P03-R01-PastaSalad-637940-641587; P03-R01-PastaSalad; 637940; 641587; Put pot; Put; pot
10561; P03-R01-PastaSalad-206800-209500; P03-R01-PastaSalad; 206800; 209500; Take bell_pepper_container; Take; bell_pepper_container
10562; OP04-R05-Cheeseburger-171550-174230; OP04-R05-Cheeseburger; 171550; 174230; Spread oil,pan,cooking_utensil; Spread; oil,pan,cooking_utensil
10563; P06-R01-PastaSalad-538082-538605; P06-R01-PastaSalad; 538082; 538605; Put bell_pepper; Put; bell_pepper
10564; OP03-R04-ContinentalBreakfast-237779-243880; OP03-R04-ContinentalBreakfast; 237779; 243880; Transfer condiment,cup,bread; Transfer; condiment,cup,bread
10565; OP06-R03-BaconAndEggs-84370-90060; OP06-R03-BaconAndEggs; 84370; 90060; Crack egg; Crack; egg
10566; P14-R01-PastaSalad-1201646-1206774; P14-R01-PastaSalad; 1201646; 1206774; Take tomato; Take; tomato
10569; P10-R06-GreekSalad-130500-132500; P10-R06-GreekSalad; 130500; 132500; Transfer lettuce,cutting_board,bowl; Transfer; lettuce,cutting_board,bowl
10570; P19-R03-BaconAndEggs-1063110-1064306; P19-R03-BaconAndEggs; 1063110; 1064306; Take cooking_utensil; Take; cooking_utensil
10571; P07-R01-PastaSalad-664110-665630; P07-R01-PastaSalad; 664110; 665630; Inspect/Read grocery_bag; Inspect/Read; grocery_bag
10572; P06-R01-PastaSalad-717123-718606; P06-R01-PastaSalad; 717123; 718606; Cut carrot; Cut; carrot
10574; P10-R01-PastaSalad-836938-846554; P10-R01-PastaSalad; 836938; 846554; Pour seasoning,seasoning_container,pot; Pour; seasoning,seasoning_container,pot
10576; OP03-R04-ContinentalBreakfast-397940-402651; OP03-R04-ContinentalBreakfast; 397940; 402651; Put pot; Put; pot
10577; P11-R01-PastaSalad-95700-100900; P11-R01-PastaSalad; 95700; 100900; Inspect/Read recipe; Inspect/Read; recipe
10579; P09-R02-TurkeySandwich-615450-618550; P09-R02-TurkeySandwich; 615450; 618550; Put plate; Put; plate
10580; P16-R03-BaconAndEggs-1039809-1044058; P16-R03-BaconAndEggs; 1039809; 1044058; Operate stove; Operate; stove
10581; P05-R01-PastaSalad-1188018-1191841; P05-R01-PastaSalad; 1188018; 1191841; Inspect/Read recipe; Inspect/Read; recipe
10582; P06-R01-PastaSalad-596668-597825; P06-R01-PastaSalad; 596668; 597825; Take carrot_container; Take; carrot_container
10583; OP01-R03-BaconAndEggs-422940-423770; OP01-R03-BaconAndEggs; 422940; 423770; Take juice_container; Take; juice_container
10584; OP01-R06-GreekSalad-332810-333890; OP01-R06-GreekSalad; 332810; 333890; Transfer lettuce,counter,plate; Transfer; lettuce,counter,plate
10585; P07-R01-PastaSalad-1823550-1827770; P07-R01-PastaSalad; 1823550; 1827770; Inspect/Read recipe; Inspect/Read; recipe
10586; P02-R01-PastaSalad-365570-369018; P02-R01-PastaSalad; 365570; 369018; Cut cucumber; Cut; cucumber
10587; P23-R03-BaconAndEggs-1700653-1702190; P23-R03-BaconAndEggs; 1700653; 1702190; Take pan; Take; pan
10588; P03-R01-PastaSalad-2023483-2024862; P03-R01-PastaSalad; 2023483; 2024862; Put pot; Put; pot
10589; OP03-R03-BaconAndEggs-148755-149405; OP03-R03-BaconAndEggs; 148755; 149405; Put seasoning_container; Put; seasoning_container
10590; P13-R01-PastaSalad-2450038-2452257; P13-R01-PastaSalad; 2450038; 2452257; Squeeze washing_liquid,sponge; Squeeze; washing_liquid,sponge
10591; P23-R03-BaconAndEggs-157771-159600; P23-R03-BaconAndEggs; 157771; 159600; Open cabinet; Open; cabinet
10592; P11-R01-PastaSalad-235987-241887; P11-R01-PastaSalad; 235987; 241887; Inspect/Read recipe; Inspect/Read; recipe
10593; P09-R01-PastaSalad-1296947-1298296; P09-R01-PastaSalad; 1296947; 1298296; Inspect/Read salad; Inspect/Read; salad
10595; P03-R01-PastaSalad-339705-341235; P03-R01-PastaSalad; 339705; 341235; Squeeze washing_liquid,hand; Squeeze; washing_liquid,hand
10596; P07-R01-PastaSalad-413990-418070; P07-R01-PastaSalad; 413990; 418070; Inspect/Read cup; Inspect/Read; cup
10597; P21-R06-GreekSalad-1043634-1049801; P21-R06-GreekSalad; 1043634; 1049801; Clean/Wipe pan,sponge; Clean/Wipe; pan,sponge
10598; P11-R02-TurkeySandwich-390430-399580; P11-R02-TurkeySandwich; 390430; 399580; Transfer tomato,cutting_board,sandwich; Transfer; tomato,cutting_board,sandwich
10600; OP06-R02-TurkeySandwich-429690-432160; OP06-R02-TurkeySandwich; 429690; 432160; Open condiment_container; Open; condiment_container
10602; P20-R03-BaconAndEggs-149072-151565; P20-R03-BaconAndEggs; 149072; 151565; Open dishwasher; Open; dishwasher
10603; P02-R04-ContinentalBreakfast-1215710-1217212; P02-R04-ContinentalBreakfast; 1215710; 1217212; Wash hand; Wash; hand
10604; P07-R01-PastaSalad-1575255-1579385; P07-R01-PastaSalad; 1575255; 1579385; Inspect/Read olive_container; Inspect/Read; olive_container
10605; P17-R04-ContinentalBreakfast-648313-649226; P17-R04-ContinentalBreakfast; 648313; 649226; Take cereal_container; Take; cereal_container
10606; OP02-R07-Pizza-225724-227041; OP02-R07-Pizza; 225724; 227041; Open mushroom_container; Open; mushroom_container
10607; P23-R03-BaconAndEggs-740465-742282; P23-R03-BaconAndEggs; 740465; 742282; Move Around pan; Move Around; pan
10608; P22-R03-BaconAndEggs-705968-707535; P22-R03-BaconAndEggs; 705968; 707535; Take eating_utensil; Take; eating_utensil
10609; P05-R02-TurkeySandwich-378972-380108; P05-R02-TurkeySandwich; 378972; 380108; Put condiment_container; Put; condiment_container
10610; P06-R01-PastaSalad-579137-580293; P06-R01-PastaSalad; 579137; 580293; Take tomato_container; Take; tomato_container
10611; P15-R01-PastaSalad-381233-383760; P15-R01-PastaSalad; 381233; 383760; Inspect/Read cucumber; Inspect/Read; cucumber
10612; P23-R03-BaconAndEggs-1395935-1402600; P23-R03-BaconAndEggs; 1395935; 1402600; Move Around egg,cooking_utensil; Move Around; egg,cooking_utensil
10613; P01-R01-PastaSalad-548867-549863; P01-R01-PastaSalad; 548867; 549863; Move Around plate; Move Around; plate
10614; P02-R01-PastaSalad-912672-913744; P02-R01-PastaSalad; 912672; 913744; Open fridge; Open; fridge
10615; P01-R02-TurkeySandwich-895771-898259; P01-R02-TurkeySandwich; 895771; 898259; Take bowl; Take; bowl
10616; P07-R01-PastaSalad-2203120-2208680; P07-R01-PastaSalad; 2203120; 2208680; Clean/Wipe cooking_utensil; Clean/Wipe; cooking_utensil
10617; P22-R03-BaconAndEggs-285455-289030; P22-R03-BaconAndEggs; 285455; 289030; Open egg_container; Open; egg_container
10618; P24-R03-BaconAndEggs-422439-428510; P24-R03-BaconAndEggs; 422439; 428510; Open egg_container; Open; egg_container
10619; OP06-R07-Pizza-229775-230435; OP06-R07-Pizza; 229775; 230435; Put bell_pepper; Put; bell_pepper
10620; P10-R01-PastaSalad-1009106-1011693; P10-R01-PastaSalad; 1009106; 1011693; Transfer onion,cutting_board,bowl; Transfer; onion,cutting_board,bowl
10621; P01-R02-TurkeySandwich-468837-470195; P01-R02-TurkeySandwich; 468837; 470195; Take bread_container; Take; bread_container
10622; P19-R03-BaconAndEggs-866024-868555; P19-R03-BaconAndEggs; 866024; 868555; Transfer condiment,condiment_container,bread; Transfer; condiment,condiment_container,bread
10623; P09-R01-PastaSalad-1712514-1717643; P09-R01-PastaSalad; 1712514; 1717643; Clean/Wipe cutting_board; Clean/Wipe; cutting_board
10624; OP05-R04-ContinentalBreakfast-42989-43979; OP05-R04-ContinentalBreakfast; 42989; 43979; Take eating_utensil; Take; eating_utensil
10625; P20-R03-BaconAndEggs-383211-387037; P20-R03-BaconAndEggs; 383211; 387037; Inspect/Read recipe; Inspect/Read; recipe
10626; OP01-R01-PastaSalad-608675-610105; OP01-R01-PastaSalad; 608675; 610105; Take olive_container; Take; olive_container
10627; P17-R03-BaconAndEggs-317300-322700; P17-R03-BaconAndEggs; 317300; 322700; Inspect/Read recipe; Inspect/Read; recipe
10628; OP06-R07-Pizza-293875-294425; OP06-R07-Pizza; 293875; 294425; Put sausage; Put; sausage
10629; P13-R01-PastaSalad-1937720-1938840; P13-R01-PastaSalad; 1937720; 1938840; Move Around eating_utensil; Move Around; eating_utensil
10630; OP03-R04-ContinentalBreakfast-61060-72910; OP03-R04-ContinentalBreakfast; 61060; 72910; Transfer condiment,condiment_container,cup; Transfer; condiment,condiment_container,cup
10631; P02-R01-PastaSalad-82562-83182; P02-R01-PastaSalad; 82562; 83182; Turn off faucet; Turn off; faucet
10632; OP04-R06-GreekSalad-264685-265525; OP04-R06-GreekSalad; 264685; 265525; Inspect/Read cheese_container; Inspect/Read; cheese_container
10633; OP05-R03-BaconAndEggs-50880-51690; OP05-R03-BaconAndEggs; 50880; 51690; Take egg; Take; egg
10634; P16-R03-BaconAndEggs-2063332-2066269; P16-R03-BaconAndEggs; 2063332; 2066269; Take pan; Take; pan
10635; P02-R06-GreekSalad-230256-230986; P02-R06-GreekSalad; 230256; 230986; Put lettuce; Put; lettuce
10636; P23-R03-BaconAndEggs-134907-135765; P23-R03-BaconAndEggs; 134907; 135765; Take bowl; Take; bowl
10637; P21-R05-Cheeseburger-664141-668384; P21-R05-Cheeseburger; 664141; 668384; Open condiment_container; Open; condiment_container
10638; P20-R03-BaconAndEggs-395958-398085; P20-R03-BaconAndEggs; 395958; 398085; Close juice_container; Close; juice_container
10639; P23-R03-BaconAndEggs-1472010-1485800; P23-R03-BaconAndEggs; 1472010; 1485800; Move Around bacon; Move Around; bacon
10640; OP01-R02-TurkeySandwich-174880-184950; OP01-R02-TurkeySandwich; 174880; 184950; Transfer lettuce,lettuce_container,plate; Transfer; lettuce,lettuce_container,plate
10641; P24-R03-BaconAndEggs-742405-743723; P24-R03-BaconAndEggs; 742405; 743723; Close drawer; Close; drawer
10642; P06-R01-PastaSalad-828482-845954; P06-R01-PastaSalad; 828482; 845954; Pour pasta,bowl,strainer; Pour; pasta,bowl,strainer
10643; P26-R05-Cheeseburger-406474-407761; P26-R05-Cheeseburger; 406474; 407761; Close fridge; Close; fridge
10644; P24-R03-BaconAndEggs-837067-838070; P24-R03-BaconAndEggs; 837067; 838070; Close condiment_container; Close; condiment_container
10645; P02-R03-BaconAndEggs-184508-188075; P02-R03-BaconAndEggs; 184508; 188075; Open egg_container; Open; egg_container
10646; P15-R01-PastaSalad-1522021-1523629; P15-R01-PastaSalad; 1522021; 1523629; Put cutting_board; Put; cutting_board
10647; P08-R01-PastaSalad-210722-212340; P08-R01-PastaSalad; 210722; 212340; Inspect/Read knife_container; Inspect/Read; knife_container
10648; P12-R01-PastaSalad-1778160-1781447; P12-R01-PastaSalad; 1778160; 1781447; Open cabinet; Open; cabinet
10650; P02-R06-GreekSalad-383275-386585; P02-R06-GreekSalad; 383275; 386585; Transfer cutting_board,counter,sink; Transfer; cutting_board,counter,sink
10651; P10-R05-Cheeseburger-876640-877560; P10-R05-Cheeseburger; 876640; 877560; Squeeze washing_liquid,pot; Squeeze; washing_liquid,pot
10652; P16-R03-BaconAndEggs-1148900-1151900; P16-R03-BaconAndEggs; 1148900; 1151900; Close milk_container; Close; milk_container
10654; P04-R01-PastaSalad-287344-292433; P04-R01-PastaSalad; 287344; 292433; Open pasta_container; Open; pasta_container
10655; P07-R01-PastaSalad-326390-327520; P07-R01-PastaSalad; 326390; 327520; Inspect/Read recipe; Inspect/Read; recipe
10656; P11-R01-PastaSalad-1336343-1350343; P11-R01-PastaSalad; 1336343; 1350343; Cut tomato; Cut; tomato
10657; OP03-R01-PastaSalad-948900-951850; OP03-R01-PastaSalad; 948900; 951850; Close condiment_container; Close; condiment_container
10658; P14-R02-TurkeySandwich-494580-497680; P14-R02-TurkeySandwich; 494580; 497680; Take condiment_container; Take; condiment_container
10659; P20-R04-ContinentalBreakfast-91158-96172; P20-R04-ContinentalBreakfast; 91158; 96172; Inspect/Read recipe; Inspect/Read; recipe
10660; P24-R03-BaconAndEggs-323450-334035; P24-R03-BaconAndEggs; 323450; 334035; Wash eating_utensil; Wash; eating_utensil
10661; P07-R01-PastaSalad-1250745-1255645; P07-R01-PastaSalad; 1250745; 1255645; Open bell_pepper_container; Open; bell_pepper_container
10662; P11-R01-PastaSalad-1482730-1485075; P11-R01-PastaSalad; 1482730; 1485075; Wash pasta; Wash; pasta
10663; P17-R04-ContinentalBreakfast-532115-537886; P17-R04-ContinentalBreakfast; 532115; 537886; Divide/Pull Apart plastic_film; Divide/Pull Apart; plastic_film
10665; P25-R06-GreekSalad-347361-350401; P25-R06-GreekSalad; 347361; 350401; Open cabinet; Open; cabinet
10666; P06-R01-PastaSalad-1029920-1030940; P06-R01-PastaSalad; 1029920; 1030940; Take plastic_bag; Take; plastic_bag
10667; P25-R06-GreekSalad-1603349-1610453; P25-R06-GreekSalad; 1603349; 1610453; Inspect/Read fridge; Inspect/Read; fridge
10668; P06-R01-PastaSalad-471843-473348; P06-R01-PastaSalad; 471843; 473348; Cut tomato; Cut; tomato
10669; OP02-R04-ContinentalBreakfast-64025-66645; OP02-R04-ContinentalBreakfast; 64025; 66645; Open condiment_container; Open; condiment_container
10670; OP03-R03-BaconAndEggs-152312-155717; OP03-R03-BaconAndEggs; 152312; 155717; Take oil_container; Take; oil_container
10672; P19-R04-ContinentalBreakfast-694240-695190; P19-R04-ContinentalBreakfast; 694240; 695190; Turn on faucet; Turn on; faucet
10673; P10-R06-GreekSalad-477843-516479; P10-R06-GreekSalad; 477843; 516479; Mix salad; Mix; salad
10674; OP02-R03-BaconAndEggs-150415-151285; OP02-R03-BaconAndEggs; 150415; 151285; Take eating_utensil; Take; eating_utensil
10675; P24-R03-BaconAndEggs-890731-893471; P24-R03-BaconAndEggs; 890731; 893471; Mix egg; Mix; egg
10676; OP03-R03-BaconAndEggs-754665-757650; OP03-R03-BaconAndEggs; 754665; 757650; Put bread; Put; bread
10677; P05-R01-PastaSalad-879475-882440; P05-R01-PastaSalad; 879475; 882440; Put pot; Put; pot
10678; P26-R05-Cheeseburger-383593-385457; P26-R05-Cheeseburger; 383593; 385457; Close tomato_container; Close; tomato_container
10679; OP05-R03-BaconAndEggs-632450-633090; OP05-R03-BaconAndEggs; 632450; 633090; Put bread; Put; bread
10680; P23-R03-BaconAndEggs-267611-268618; P23-R03-BaconAndEggs; 267611; 268618; Put pasta_container; Put; pasta_container
10681; OP01-R03-BaconAndEggs-164380-165110; OP01-R03-BaconAndEggs; 164380; 165110; Take eating_utensil; Take; eating_utensil
10682; P20-R04-ContinentalBreakfast-447138-449085; P20-R04-ContinentalBreakfast; 447138; 449085; Inspect/Read recipe; Inspect/Read; recipe
10684; OP03-R03-BaconAndEggs-805992-807307; OP03-R03-BaconAndEggs; 805992; 807307; Put bowl; Put; bowl
10685; OP01-R04-ContinentalBreakfast-409340-410200; OP01-R04-ContinentalBreakfast; 409340; 410200; Take pot; Take; pot
10686; P02-R04-ContinentalBreakfast-926043-928979; P02-R04-ContinentalBreakfast; 926043; 928979; Open fridge; Open; fridge
10687; P21-R04-ContinentalBreakfast-1619350-1623030; P21-R04-ContinentalBreakfast; 1619350; 1623030; Pour tea,cup,cup; Pour; tea,cup,cup
10688; P02-R01-PastaSalad-121592-122402; P02-R01-PastaSalad; 121592; 122402; Take storage_container_container; Take; storage_container_container
10689; P25-R06-GreekSalad-2100983-2102111; P25-R06-GreekSalad; 2100983; 2102111; Put lid; Put; lid
10690; P21-R06-GreekSalad-1344290-1350590; P21-R06-GreekSalad; 1344290; 1350590; Put plate; Put; plate
10691; P02-R01-PastaSalad-633587-634904; P02-R01-PastaSalad; 633587; 634904; Cut onion; Cut; onion
10692; OP01-R04-ContinentalBreakfast-331820-333240; OP01-R04-ContinentalBreakfast; 331820; 333240; Take cereal_container; Take; cereal_container
10693; P12-R02-TurkeySandwich-224256-225298; P12-R02-TurkeySandwich; 224256; 225298; Put lettuce; Put; lettuce
10695; P13-R01-PastaSalad-1506735-1508405; P13-R01-PastaSalad; 1506735; 1508405; Open onion_container; Open; onion_container
10696; P20-R03-BaconAndEggs-651207-661238; P20-R03-BaconAndEggs; 651207; 661238; Operate stove; Operate; stove
10697; OP06-R05-Cheeseburger-230270-231330; OP06-R05-Cheeseburger; 230270; 231330; Turn on faucet; Turn on; faucet
10698; P23-R03-BaconAndEggs-1120190-1134980; P23-R03-BaconAndEggs; 1120190; 1134980; Move Around bacon; Move Around; bacon
10699; P18-R03-BaconAndEggs-497083-501214; P18-R03-BaconAndEggs; 497083; 501214; Inspect/Read pan; Inspect/Read; pan
10700; P22-R03-BaconAndEggs-441618-444682; P22-R03-BaconAndEggs; 441618; 444682; Take paper_towel; Take; paper_towel
10701; P02-R01-PastaSalad-659500-663233; P02-R01-PastaSalad; 659500; 663233; Wash bell_pepper; Wash; bell_pepper
10702; OP06-R04-ContinentalBreakfast-381475-382945; OP06-R04-ContinentalBreakfast; 381475; 382945; Take pot; Take; pot
10703; P08-R01-PastaSalad-399399-403693; P08-R01-PastaSalad; 399399; 403693; Cut onion; Cut; onion
10704; OP03-R05-Cheeseburger-798670-799750; OP03-R05-Cheeseburger; 798670; 799750; Divide/Pull Apart bread; Divide/Pull Apart; bread
10705; P14-R01-PastaSalad-1733124-1742571; P14-R01-PastaSalad; 1733124; 1742571; Wash cutting_board; Wash; cutting_board
10706; OP02-R07-Pizza-383861-392872; OP02-R07-Pizza; 383861; 392872; Cut bell_pepper; Cut; bell_pepper
10707; P08-R01-PastaSalad-1472294-1490236; P08-R01-PastaSalad; 1472294; 1490236; Mix salad; Mix; salad
10708; P02-R06-GreekSalad-161626-162456; P02-R06-GreekSalad; 161626; 162456; Close tomato_container; Close; tomato_container
10709; P14-R02-TurkeySandwich-447530-450930; P14-R02-TurkeySandwich; 447530; 450930; Put tomato; Put; tomato
10710; P08-R01-PastaSalad-1254534-1256064; P08-R01-PastaSalad; 1254534; 1256064; Take sponge; Take; sponge
10711; P13-R01-PastaSalad-2984500-2986950; P13-R01-PastaSalad; 2984500; 2986950; Clean/Wipe counter; Clean/Wipe; counter
10712; P02-R01-PastaSalad-929235-930621; P02-R01-PastaSalad; 929235; 930621; Take bowl; Take; bowl
10714; P16-R03-BaconAndEggs-222600-223900; P16-R03-BaconAndEggs; 222600; 223900; Take eating_utensil; Take; eating_utensil
10715; P13-R01-PastaSalad-2017470-2018250; P13-R01-PastaSalad; 2017470; 2018250; Move Around eating_utensil; Move Around; eating_utensil
10716; P17-R03-BaconAndEggs-300319-301463; P17-R03-BaconAndEggs; 300319; 301463; Inspect/Read recipe; Inspect/Read; recipe
10717; OP02-R05-Cheeseburger-234004-236542; OP02-R05-Cheeseburger; 234004; 236542; Cut lettuce; Cut; lettuce
10718; P17-R03-BaconAndEggs-284200-287969; P17-R03-BaconAndEggs; 284200; 287969; Pour seasoning,seasoning_container,egg_mixture; Pour; seasoning,seasoning_container,egg_mixture
10719; OP01-R06-GreekSalad-691575-693495; OP01-R06-GreekSalad; 691575; 693495; Mix salad; Mix; salad
10721; P21-R04-ContinentalBreakfast-270837-275349; P21-R04-ContinentalBreakfast; 270837; 275349; Inspect/Read recipe; Inspect/Read; recipe
10722; OP01-R04-ContinentalBreakfast-179080-179850; OP01-R04-ContinentalBreakfast; 179080; 179850; Take eating_utensil; Take; eating_utensil
10723; P23-R03-BaconAndEggs-1092983-1095774; P23-R03-BaconAndEggs; 1092983; 1095774; Put bread; Put; bread
10724; P04-R06-GreekSalad-1087430-1088540; P04-R06-GreekSalad; 1087430; 1088540; Take eating_utensil; Take; eating_utensil
10726; OP03-R05-Cheeseburger-616665-617565; OP03-R05-Cheeseburger; 616665; 617565; Open lettuce_container; Open; lettuce_container
10727; P08-R01-PastaSalad-1605814-1610991; P08-R01-PastaSalad; 1605814; 1610991; Take condiment_container; Take; condiment_container
